#chrom	start	end	tmp/bam/control.bam_cov	tmp/bam/deleted.bam_cov	tmp/bam/inverted.bam_cov	tmp/bam/control.bam_count	tmp/bam/deleted.bam_count	tmp/bam/inverted.bam_count
chr01	30420000	30430000	144271	154399	148528	972	1047	1005
chr01	30430000	30440000	152013	147752	146189	1029	1003	987
chr01	30440000	30450000	147241	141653	159074	1001	962	1074
chr01	30450000	30460000	151462	141633	146455	1026	961	993
chr01	30460000	30470000	145077	153123	150572	988	1037	1017
chr01	30470000	30480000	155094	150199	150057	1047	1017	1018
chr01	30480000	30490000	139810	155332	141194	948	1054	955
chr01	30490000	30500000	145252	146793	151521	985	998	1023
chr01	30500000	30510000	145164	159511	139300	982	1078	939
chr01	30510000	30520000	148765	145585	148577	1004	981	1007
chr01	30520000	30530000	141861	150280	141514	961	1018	962
chr01	30530000	30540000	136059	150466	149621	927	1029	1014
chr01	30540000	30550000	147214	160080	148102	1003	1082	1007
chr01	30550000	30560000	147736	154606	158980	1001	1046	1078
chr01	30560000	30570000	129159	155922	150566	879	1056	1023
chr01	30570000	30580000	141193	142595	157942	954	970	1069
chr01	30580000	30590000	148293	164017	139154	1000	1108	946
chr01	30590000	30600000	137009	153671	144017	929	1039	973
chr01	30600000	30610000	143352	155415	139691	971	1052	943
chr01	30610000	30620000	153489	159834	152144	1036	1082	1027
chr01	30620000	30630000	143756	146184	156988	971	991	1057
chr01	30630000	30640000	137129	152472	145572	927	1031	984
chr01	30640000	30650000	148959	150618	148216	1002	1023	1002
chr01	30650000	30660000	145838	155856	148888	983	1057	1012
chr01	30660000	30670000	148628	146860	155950	1005	991	1056
chr01	30670000	30680000	156146	151834	151291	1054	1028	1015
chr01	30680000	30690000	144937	144696	139156	986	980	942
chr01	30690000	30700000	147134	154204	152522	1000	1043	1034
chr01	30700000	30710000	145097	163317	145540	985	1105	985
chr01	30710000	30720000	148250	155888	142962	999	1054	970
chr01	30720000	30730000	148666	153450	153505	1008	1036	1037
chr01	30730000	30740000	144696	148458	144767	981	1002	975
chr01	30740000	30750000	146829	154743	158005	992	1046	1066
chr01	30750000	30760000	157087	148295	149263	1063	1004	1012
chr01	30760000	30770000	141504	161869	149506	957	1095	1010
chr01	30770000	30780000	140524	152646	142464	948	1028	965
chr01	30780000	30790000	140745	145855	147578	950	983	996
chr01	30790000	30800000	161540	147227	154219	1087	994	1043
chr01	30800000	30810000	137896	148426	139085	931	1004	946
chr01	30810000	30820000	141464	146515	147214	962	989	996
chr01	30820000	30830000	154839	146278	151714	1050	989	1025
chr01	30830000	30840000	168233	148195	142537	1137	1002	968
chr01	30840000	30850000	143287	135713	149870	970	923	1012
chr01	30850000	30860000	154263	147831	142533	1044	1006	965
chr01	30860000	30870000	149110	167085	145598	1013	1129	987
chr01	30870000	30880000	149853	152247	155948	1011	1036	1053
chr01	30880000	30890000	137681	160256	149792	930	1091	1017
chr01	30890000	30900000	157129	138923	158457	1060	941	1072
chr01	30900000	30910000	134865	161660	143661	913	1099	974
chr01	30910000	30920000	147381	158510	151234	999	1070	1026
chr01	30920000	30930000	147956	154916	152364	1003	1045	1035
chr01	30930000	30940000	143562	153135	146415	969	1040	991
chr01	30940000	30950000	148826	159262	142175	1002	1079	963
chr01	30950000	30960000	158034	146148	155393	1070	988	1050
chr01	30960000	30970000	152036	159328	143529	1028	1077	968
chr01	30970000	30980000	146339	159294	152250	989	1073	1029
chr01	30980000	30990000	159983	153342	157891	1077	1039	1068
chr01	30990000	31000000	148957	144176	153102	1009	974	1042
chr01	31000000	31010000	142701	154376	154865	965	1039	1049
chr01	31010000	31020000	147875	158284	143278	1002	1069	966
chr01	31020000	31030000	143155	151221	142353	969	1025	968
chr01	31030000	31040000	149507	154476	153353	1013	1049	1041
chr01	31040000	31050000	141990	150298	150429	959	1017	1020
chr01	31050000	31060000	151919	141668	149894	1029	962	1021
chr01	31060000	31070000	158665	158359	145608	1078	1074	988
chr01	31070000	31080000	146429	156485	154109	987	1060	1042
chr01	31080000	31090000	153889	143820	149264	1037	974	1013
chr01	31090000	31100000	143209	146986	150359	970	999	1017
chr01	31100000	31110000	149076	162236	151661	1010	1100	1026
chr01	31110000	31120000	144482	156852	141337	976	1065	954
chr01	31120000	31130000	150985	158338	142664	1016	1073	962
chr01	31130000	31140000	142673	150332	138342	968	1014	932
chr01	31140000	31150000	142809	168083	146845	968	1137	992
chr01	31150000	31160000	145877	156880	140376	984	1065	952
chr01	31160000	31170000	157271	145653	152940	1062	979	1039
chr01	31170000	31180000	138409	150832	140267	934	1017	949
chr01	31180000	31190000	144636	150607	147599	981	1017	1004
chr01	31190000	31200000	156419	154480	145151	1061	1041	985
chr01	31200000	31210000	149131	147782	152565	1005	996	1029
chr01	31210000	31220000	138907	149269	148105	939	1009	1005
chr01	31220000	31230000	150876	149155	140424	1020	1009	955
chr01	31230000	31240000	148882	140643	154895	1007	950	1052
chr01	31240000	31250000	144584	153335	143692	977	1033	972
chr01	31250000	31260000	144183	147121	146021	977	995	989
chr01	31260000	31270000	152991	142798	149849	1040	963	1011
chr01	31270000	31280000	147780	156613	149216	1004	1060	1005
chr01	31280000	31290000	156508	147709	155881	1055	1002	1054
chr01	31290000	31300000	144558	151474	141253	969	1025	954
chr01	31300000	31310000	156862	144619	139427	1056	979	940
chr01	31310000	31320000	147332	152093	141170	992	1035	959
chr01	31320000	31330000	137205	143191	150552	930	971	1022
chr01	31330000	31340000	142984	143045	157313	969	969	1067
chr01	31340000	31350000	150516	151029	147443	1016	1023	997
chr01	31350000	31360000	136976	156913	145609	923	1064	990
chr01	31360000	31370000	143277	163849	152821	971	1110	1032
chr01	31370000	31380000	148885	140320	149249	1007	951	1008
chr01	31380000	31390000	160390	147183	149054	1085	996	1012
chr01	31390000	31400000	155030	158394	143565	1049	1072	974
chr01	31400000	31410000	145129	152664	155762	986	1031	1051
chr01	31410000	31420000	148490	147168	148024	1005	996	1000
chr01	31420000	31430000	140107	156360	131882	948	1061	891
chr01	31430000	31440000	149147	152454	148763	1005	1030	1004
chr01	31440000	31450000	153181	159897	147964	1033	1077	1002
chr01	31450000	31460000	155116	152526	136335	1046	1029	927
chr01	31460000	31470000	156468	156459	152445	1060	1062	1034
chr01	31470000	31480000	141978	141800	147677	960	963	999
chr01	31480000	31490000	146154	161903	149264	988	1099	1011
chr01	31490000	31500000	154282	157912	148328	1039	1070	1004
chr01	31500000	31510000	134132	156838	154551	913	1066	1042
chr01	31510000	31520000	152565	156375	147166	1029	1053	992
chr01	31520000	31530000	152362	159911	149752	1031	1078	1014
chr01	31530000	31540000	150805	159638	152024	1018	1080	1032
chr01	31540000	31550000	136498	154251	158808	923	1039	1073
chr01	31550000	31560000	147473	153194	153564	996	1033	1038
chr01	31560000	31570000	140658	144499	141206	958	975	955
chr01	31570000	31580000	138978	149801	150155	942	1013	1016
chr01	31580000	31590000	138205	153907	147446	938	1045	996
chr01	31590000	31600000	142694	143252	138852	971	968	941
chr01	31600000	31610000	147241	153042	154286	1000	1032	1040
chr01	31610000	31620000	148006	147214	141975	1002	994	963
chr01	31620000	31630000	139988	161273	152974	947	1090	1033
chr01	31630000	31640000	155401	146829	155643	1053	994	1057
chr01	31640000	31650000	158616	152079	145265	1073	1030	988
chr01	31650000	31660000	142592	154182	153957	967	1044	1039
chr01	31660000	31670000	143538	148516	143617	978	1006	971
chr01	31670000	31680000	136399	133314	141530	925	902	958
chr01	31680000	31690000	146146	151251	144302	988	1021	977
chr01	31690000	31700000	151677	140691	147867	1031	954	1001
chr01	31700000	31710000	145158	143714	141618	982	975	961
chr01	31710000	31720000	148607	155278	149342	1011	1054	1009
chr01	31720000	31730000	157831	157551	145858	1065	1067	983
chr01	31730000	31740000	146037	146042	146347	982	987	987
chr01	31740000	31750000	148454	154711	145525	1005	1044	985
chr01	31750000	31760000	143219	159142	153899	978	1079	1039
chr01	31760000	31770000	134805	156361	145931	915	1062	984
chr01	31770000	31780000	140025	153107	155556	944	1036	1054
chr01	31780000	31790000	147662	146433	150744	991	995	1018
chr01	31790000	31800000	154064	144715	141237	1041	987	956
chr01	31800000	31810000	142598	164062	147796	966	1108	999
chr01	31810000	31820000	138580	158036	155160	944	1072	1053
chr01	31820000	31830000	135672	144539	143112	913	980	966
chr01	31830000	31840000	143010	158811	146491	966	1071	994
chr01	31840000	31850000	159945	152693	152408	1086	1034	1035
chr01	31850000	31860000	140965	152292	149752	961	1037	1013
chr01	31860000	31870000	151563	152252	149217	1027	1032	1015
chr01	31870000	31880000	149173	148794	137964	1014	1004	937
chr01	31880000	31890000	156233	160222	139157	1056	1089	939
chr01	31890000	31900000	152593	144686	151418	1032	986	1028
chr01	31900000	31910000	153122	150311	146096	1040	1022	992
chr01	31910000	31920000	142364	155257	148821	962	1052	1006
chr01	31920000	31930000	143040	157827	143163	972	1071	971
chr01	31930000	31940000	140989	146956	143785	956	995	979
chr01	31940000	31950000	146226	153644	153253	987	1044	1035
chr01	31950000	31960000	149792	153291	147543	1014	1037	995
chr01	31960000	31970000	145055	151904	139561	983	1034	945
chr01	31970000	31980000	160199	156716	138674	1086	1067	933
chr01	31980000	31990000	135509	149394	156186	919	1016	1057
chr01	31990000	32000000	144964	147547	137115	982	995	925
chr01	32000000	32010000	155774	149676	151340	1053	1010	1029
chr01	32010000	32020000	138050	149088	156578	935	1009	1060
chr01	32020000	32030000	160220	144793	153072	1084	980	1039
chr01	32030000	32040000	146226	141364	147764	986	954	1004
chr01	32040000	32050000	138728	154084	150019	936	1045	1009
chr01	32050000	32060000	151799	149333	159513	1027	1010	1074
chr01	32060000	32070000	156599	148877	144811	1062	1003	977
chr01	32070000	32080000	138254	162032	159109	933	1099	1074
chr01	32080000	32090000	138153	152814	145257	938	1039	979
chr01	32090000	32100000	144713	155921	159454	988	1054	1081
chr01	32100000	32110000	160525	153111	142569	1087	1032	968
chr01	32110000	32120000	150537	155648	141191	1020	1050	953
chr01	32120000	32130000	152288	147625	150548	1026	997	1020
chr01	32130000	32140000	153167	143166	154023	1034	966	1043
chr01	32140000	32150000	139350	147205	137939	943	991	934
chr01	32150000	32160000	145627	147946	137034	986	1001	930
chr01	32160000	32170000	159443	145641	155924	1077	986	1053
chr01	32170000	32180000	148276	145535	148736	1000	980	1005
chr01	32180000	32190000	138797	146383	156400	936	987	1061
chr01	32190000	32200000	151735	150790	141572	1025	1024	956
chr01	32200000	32210000	148208	144086	131458	1002	975	884
chr01	32210000	32220000	145077	151157	149661	979	1026	1014
chr01	32220000	32230000	153548	145814	150010	1034	985	1016
chr01	32230000	32240000	151497	163038	143287	1024	1102	971
chr01	32240000	32250000	132750	163334	142970	901	1105	969
chr01	32250000	32260000	144740	149828	146692	981	1014	996
chr01	32260000	32270000	149649	153783	157667	1014	1041	1067
chr01	32270000	32280000	142998	148822	146502	969	1008	990
chr01	32280000	32290000	143506	165636	149943	972	1119	1017
chr01	32290000	32300000	149886	146957	133021	1015	994	905
chr01	32300000	32310000	157727	170024	141886	1062	1148	962
chr01	32310000	32320000	140866	145379	144004	954	986	976
chr01	32320000	32330000	138100	164104	158001	929	1106	1066
chr01	32330000	32340000	149253	145243	145549	1010	982	985
chr01	32340000	32350000	141836	143670	134027	963	974	911
chr01	32350000	32360000	149083	151297	164811	1007	1021	1114
chr01	32360000	32370000	158642	148095	155396	1069	997	1052
chr01	32370000	32380000	144427	138717	144405	975	935	977
chr01	32380000	32390000	142159	147101	140195	965	994	946
chr01	32390000	32400000	168837	151351	142934	1148	1021	969
chr01	32400000	32410000	155572	149791	155114	1057	1013	1052
chr01	32410000	32420000	152388	156002	146013	1030	1059	986
chr01	32420000	32430000	158118	149614	145074	1072	1018	982
chr01	32430000	32440000	161121	155123	143714	1091	1050	972
chr01	32440000	32450000	139472	147093	166644	943	996	1123
chr01	32450000	32460000	139209	141510	147904	942	956	1002
chr01	32460000	32470000	152588	146090	143552	1032	987	971
chr01	32470000	32480000	147655	143666	144048	1003	974	976
chr01	32480000	32490000	149311	156496	156795	1008	1055	1067
chr01	32490000	32500000	146658	148673	161927	992	1000	1100
chr01	32500000	32510000	144635	158971	142215	977	1070	961
chr01	32510000	32520000	145862	146294	148876	987	989	1011
chr01	32520000	32530000	139522	162331	152104	945	1100	1031
chr01	32530000	32540000	140035	158373	158125	950	1070	1067
chr01	32540000	32550000	149086	145563	146135	1008	988	987
chr01	32550000	32560000	137458	156839	139101	928	1059	941
chr01	32560000	32570000	155966	150115	143021	1051	1018	970
chr01	32570000	32580000	147643	155511	135729	998	1047	925
chr01	32580000	32590000	140671	150858	151162	957	1021	1028
chr01	32590000	32600000	149189	153875	154457	1011	1045	1045
chr01	32600000	32610000	130438	157660	149219	886	1063	1008
chr01	32610000	32620000	138083	157286	145489	938	1065	985
chr01	32620000	32630000	154079	135614	136572	1046	915	924
chr01	32630000	32640000	146464	147904	140207	997	1001	953
chr01	32640000	32650000	148670	144222	149888	1008	975	1017
chr01	32650000	32660000	141784	152896	145000	962	1032	983
chr01	32660000	32670000	148323	138981	142317	1003	938	961
chr01	32670000	32680000	141909	159216	148295	961	1077	1000
chr01	32680000	32690000	149829	152679	138204	1011	1029	932
chr01	32690000	32700000	139152	132967	157502	938	898	1064
chr01	32700000	32710000	145853	164094	152988	984	1118	1032
chr01	32710000	32720000	136529	154867	134846	921	1048	915
chr01	32720000	32730000	144014	153393	152970	972	1038	1030
chr01	32730000	32740000	152937	158922	165407	1035	1076	1120
chr01	32740000	32750000	152031	149521	151105	1032	1017	1025
chr01	32750000	32760000	152266	156839	142018	1029	1066	961
chr01	32760000	32770000	147154	144617	138622	995	978	938
chr01	32770000	32780000	148000	145120	137879	1000	978	932
chr01	32780000	32790000	152767	144792	157418	1032	983	1062
chr01	32790000	32800000	152923	156423	137746	1035	1061	932
chr01	32800000	32810000	144171	136282	140390	980	925	954
chr01	32810000	32820000	151595	158454	159848	1027	1069	1086
chr01	32820000	32830000	147503	140181	148665	1003	947	1007
chr01	32830000	32840000	147902	141967	155198	1003	958	1052
chr01	32840000	32850000	149350	140775	139169	1011	950	944
chr01	32850000	32860000	151173	144583	147617	1024	978	1002
chr01	32860000	32870000	146659	148895	157663	992	1007	1068
chr01	32870000	32880000	143952	143695	141333	979	973	959
chr01	32880000	32890000	138792	138996	149534	943	945	1011
chr01	32890000	32900000	141361	160809	140299	960	1089	949
chr01	32900000	32910000	136392	140927	157122	923	951	1064
chr01	32910000	32920000	143098	145476	149205	967	985	1009
chr01	32920000	32930000	158767	142481	148967	1074	968	1007
chr01	32930000	32940000	144192	158509	136088	974	1070	926
chr01	32940000	32950000	147697	145849	149031	996	991	1004
chr01	32950000	32960000	142338	165066	148519	966	1121	1002
chr01	32960000	32970000	149313	152538	148431	1015	1033	1004
chr01	32970000	32980000	147756	158633	149064	1006	1080	1013
chr01	32980000	32990000	149907	150972	150161	1020	1021	1020
chr01	32990000	33000000	128240	154906	154409	870	1050	1041
chr01	33000000	33010000	149009	147724	150745	1012	1002	1020
chr01	33010000	33020000	150915	149758	156814	1019	1015	1065
chr01	33020000	33030000	144606	153648	148521	980	1039	1006
chr01	33030000	33040000	145106	142746	152309	983	964	1029
chr01	33040000	33050000	154011	157624	157907	1044	1066	1066
chr01	33050000	33060000	140548	158756	145227	955	1076	985
chr01	33060000	33070000	143188	153190	161273	970	1035	1090
chr01	33070000	33080000	150581	149849	144508	1023	1011	972
chr01	33080000	33090000	145061	145607	152388	983	983	1032
chr01	33090000	33100000	140243	155545	149245	951	1051	1013
chr01	33100000	33110000	140849	150559	146885	952	1027	999
chr01	33110000	33120000	143362	147672	150514	972	998	1016
chr01	33120000	33130000	154048	167725	148284	1043	1132	1000
chr01	33130000	33140000	148705	159181	151629	1003	1075	1023
chr01	33140000	33150000	146137	152803	150860	987	1034	1020
chr01	33150000	33160000	153392	157330	146906	1037	1061	996
chr01	33160000	33170000	140121	149116	143050	950	1009	974
chr01	33170000	33180000	150931	148095	148633	1021	1003	1005
chr01	33180000	33190000	164479	148706	151317	1111	1007	1022
chr01	33190000	33200000	152970	161079	142967	1031	1089	966
chr01	33200000	33210000	142161	147287	155493	963	996	1051
chr01	33210000	33220000	153881	144267	142045	1044	974	959
chr01	33220000	33230000	148588	147868	142084	1009	999	960
chr01	33230000	33240000	150419	152562	143206	1015	1031	963
chr01	33240000	33250000	145813	143881	146807	984	975	996
chr01	33250000	33260000	139092	161191	145181	944	1090	983
chr01	33260000	33270000	141946	157661	141907	962	1067	959
chr01	33270000	33280000	157234	149092	142479	1069	1008	963
chr01	33280000	33290000	145112	144090	156508	989	973	1059
chr01	33290000	33300000	157136	150442	135790	1061	1018	925
chr01	33300000	33310000	138258	152039	138497	936	1027	940
chr01	33310000	33320000	144643	156834	143098	980	1060	974
chr01	33320000	33330000	145866	140305	154001	985	951	1038
chr01	33330000	33340000	159420	143691	151719	1078	970	1027
chr01	33340000	33350000	145258	133168	151863	981	904	1030
chr01	33350000	33360000	152226	153014	140747	1032	1040	954
chr01	33360000	33370000	152972	149770	137761	1036	1016	936
chr01	33370000	33380000	140025	145991	150523	945	987	1019
chr01	33380000	33390000	156643	161444	144320	1060	1093	973
chr01	33390000	33400000	153946	147075	142273	1041	998	964
chr01	33400000	33410000	149181	158156	153898	1007	1072	1040
chr01	33410000	33420000	151973	145387	151392	1026	988	1024
chr01	33420000	33430000	152950	159586	152502	1035	1086	1031
chr01	33430000	33440000	151078	160957	150317	1020	1094	1015
chr01	33440000	33450000	150803	155909	137787	1018	1059	930
chr01	33450000	33460000	148412	152228	140156	1006	1029	946
chr01	33460000	33470000	145987	153338	154078	988	1033	1039
chr01	33470000	33480000	135868	154806	155408	919	1044	1050
chr01	33480000	33490000	163862	147552	153412	1106	999	1037
chr01	33490000	33500000	136234	154010	148446	923	1042	1007
chr01	33500000	33510000	149500	159227	152025	1014	1076	1029
chr01	33510000	33520000	144339	138633	156422	981	946	1057
chr01	33520000	33530000	143789	152324	146340	973	1029	993
chr01	33530000	33540000	148385	149330	149479	1003	1011	1010
chr01	33540000	33550000	156070	159497	149261	1053	1077	1010
chr01	33550000	33560000	139575	157418	141612	947	1061	961
chr01	33560000	33570000	149165	156245	145676	1008	1054	988
chr01	33570000	33580000	140599	149637	134124	950	1009	909
chr01	33580000	33590000	147029	154184	132323	997	1043	896
chr01	33590000	33600000	149757	150594	149443	1012	1015	1010
chr01	33600000	33610000	144360	144959	158025	977	977	1065
chr01	33610000	33620000	148881	159354	140790	1010	1073	955
chr01	33620000	33630000	159213	156545	158012	1080	1061	1070
chr01	33630000	33640000	154765	150968	147671	1044	1019	999
chr01	33640000	33650000	154797	156742	146717	1049	1062	987
chr01	33650000	33660000	137474	152520	136000	935	1029	923
chr01	33660000	33670000	153908	149394	150725	1044	1011	1027
chr01	33670000	33680000	149791	153370	164699	1017	1045	1115
chr01	33680000	33690000	143221	150171	150032	971	1019	1010
chr01	33690000	33700000	158393	144208	137666	1073	978	929
chr01	33700000	33710000	146959	141028	145487	994	957	981
chr01	33710000	33720000	144120	149571	143685	977	1005	972
chr01	33720000	33730000	145738	144502	148331	995	975	1000
chr01	33730000	33740000	148094	149203	148302	999	1014	1003
chr01	33740000	33750000	151484	149326	136167	1025	1016	921
chr01	33750000	33760000	133551	158834	136468	905	1072	921
chr01	33760000	33770000	150171	144973	146608	1012	980	990
chr01	33770000	33780000	140391	167683	147237	946	1132	992
chr01	33780000	33790000	138805	154413	135522	936	1048	915
chr01	33790000	33800000	142229	157050	149781	955	1064	1013
chr01	33800000	33810000	152299	144407	151514	1027	981	1028
chr01	33810000	33820000	156951	160169	148880	1060	1086	1008
chr01	33820000	33830000	149031	144295	139079	1010	975	944
chr01	33830000	33840000	135581	149908	153900	920	1018	1049
chr01	33840000	33850000	143717	157565	158598	977	1064	1071
chr01	33850000	33860000	133524	146113	143987	903	993	975
chr01	33860000	33870000	149795	153793	150271	1016	1041	1018
chr01	33870000	33880000	142892	146755	147091	967	993	998
chr01	33880000	33890000	154031	145542	135017	1044	982	912
chr01	33890000	33900000	146776	155672	152463	994	1055	1032
chr01	33900000	33910000	145892	144793	147673	996	979	1001
chr01	33910000	33920000	151897	151889	150614	1033	1023	1021
chr01	33920000	33930000	150982	156153	145900	1025	1054	983
chr01	33930000	33940000	150047	157068	147596	1019	1059	992
chr01	33940000	33950000	138385	137507	131968	932	931	890
chr01	33950000	33960000	158529	154974	145177	1070	1051	984
chr01	33960000	33970000	148493	148162	147886	1008	1002	1006
chr01	33970000	33980000	151223	147929	145040	1029	1005	982
chr01	33980000	33990000	156531	152199	151703	1054	1033	1026
chr01	33990000	34000000	133589	145481	147497	905	985	1001
chr01	34000000	34010000	143228	153464	152601	964	1043	1031
chr01	34010000	34020000	142778	152659	152671	967	1036	1032
chr01	34020000	34030000	155310	144233	137924	1051	976	937
chr01	34030000	34040000	151196	163109	146228	1025	1103	991
chr01	34040000	34050000	143957	148561	139236	976	1003	942
chr01	34050000	34060000	143735	154880	138404	978	1044	945
chr01	34060000	34070000	140463	137179	153224	951	926	1037
chr01	34070000	34080000	150966	143741	145681	1017	972	989
chr01	34080000	34090000	151641	152247	153229	1026	1036	1038
chr01	34090000	34100000	155570	150250	153038	1056	1021	1038
chr01	34100000	34110000	151251	145455	146150	1028	988	987
chr01	34110000	34120000	143789	159748	150976	979	1082	1016
chr01	34120000	34130000	145856	140865	152741	987	948	1033
chr01	34130000	34140000	151577	141275	156107	1027	956	1053
chr01	34140000	34150000	157966	164266	140834	1065	1113	951
chr01	34150000	34160000	144618	150639	139861	979	1022	945
chr01	34160000	34170000	133577	151070	149750	900	1021	1015
chr01	34170000	34180000	143128	143323	147691	972	970	1005
chr01	34180000	34190000	147352	158999	144909	998	1076	982
chr01	34190000	34200000	147312	154658	151031	999	1046	1026
chr01	34200000	34210000	147971	149024	134044	1003	1008	907
chr01	34210000	34220000	143805	145324	154477	972	982	1044
chr01	34220000	34230000	148709	169127	140776	1009	1140	952
chr01	34230000	34240000	142847	161261	141766	966	1094	961
chr01	34240000	34250000	158831	155581	142417	1071	1053	969
chr01	34250000	34260000	153383	149933	154589	1035	1024	1044
chr01	34260000	34270000	139329	158648	140496	944	1077	944
chr01	34270000	34280000	144063	161337	145806	976	1094	987
chr01	34280000	34290000	149157	136868	136567	1008	929	925
chr01	34290000	34300000	136523	158006	156514	922	1065	1054
chr01	34300000	34310000	154125	150377	148906	1043	1019	1009
chr01	34310000	34320000	140603	139075	155876	947	941	1053
chr01	34320000	34330000	148052	160950	144154	1001	1088	981
chr01	34330000	34340000	153219	151654	147156	1034	1022	1000
chr01	34340000	34350000	151455	151103	140870	1025	1019	951
chr01	34350000	34360000	136413	149548	147365	921	1009	994
chr01	34360000	34370000	153923	162352	148878	1040	1096	1006
chr01	34370000	34380000	150424	154677	149481	1019	1045	1010
chr01	34380000	34390000	156505	139487	147322	1060	945	996
chr01	34390000	34400000	145063	154155	150075	984	1044	1013
chr01	34400000	34410000	142495	151300	147663	960	1026	999
chr01	34410000	34420000	150715	149165	143932	1020	1008	976
chr01	34420000	34430000	154529	148986	149393	1044	1007	1013
chr01	34430000	34440000	144211	134422	142652	970	911	963
chr01	34440000	34450000	158941	163741	138729	1071	1111	936
chr01	34450000	34460000	152073	140899	142303	1029	956	965
chr01	34460000	34470000	146387	141039	150196	991	953	1015
chr01	34470000	34480000	149151	146153	141952	1005	989	963
chr01	34480000	34490000	143819	149400	156247	977	1015	1060
chr01	34490000	34500000	140171	153668	158654	948	1036	1072
chr01	34500000	34510000	147108	152355	132945	994	1028	900
chr01	34510000	34520000	151018	154812	146619	1021	1048	992
chr01	34520000	34530000	150343	150422	158212	1016	1018	1065
chr01	34530000	34540000	152356	161189	155006	1029	1091	1047
chr01	34540000	34550000	155948	157254	149405	1052	1064	1008
chr01	34550000	34560000	127027	145723	145649	862	993	985
chr01	34560000	34570000	143990	153968	158234	971	1045	1068
chr01	34570000	34580000	147489	150594	144673	997	1025	975
chr01	34580000	34590000	149812	154745	149838	1018	1048	1011
chr01	34590000	34600000	146949	145552	147883	994	989	997
chr01	34600000	34610000	152764	145660	147670	1033	986	1000
chr01	34610000	34620000	148831	147342	152862	1013	1001	1038
chr01	34620000	34630000	158715	146674	141081	1074	995	955
chr01	34630000	34640000	153411	157583	143747	1038	1069	969
chr01	34640000	34650000	142623	152428	141292	969	1032	956
chr01	34650000	34660000	142279	152331	149316	960	1033	1006
chr01	34660000	34670000	146067	139723	150297	986	949	1017
chr01	34670000	34680000	139556	135837	147273	943	920	1000
chr01	34680000	34690000	136664	158420	158345	924	1073	1072
chr01	34690000	34700000	153589	157527	143249	1038	1068	972
chr01	34700000	34710000	151952	161522	163057	1029	1090	1105
chr01	34710000	34720000	140734	149470	146013	959	1013	989
chr01	34720000	34730000	148021	154398	156317	997	1043	1062
chr01	34730000	34740000	140048	141659	146126	947	960	993
chr01	34740000	34750000	136860	148208	149295	923	1008	1010
chr01	34750000	34760000	144091	154411	147434	976	1046	998
chr01	34760000	34770000	146585	151426	146140	994	1018	993
chr01	34770000	34780000	155393	149376	147954	1050	1008	1002
chr01	34780000	34790000	153735	161965	144593	1038	1099	982
chr01	34790000	34800000	151081	157379	152489	1025	1068	1031
chr01	34800000	34810000	148564	141840	153985	1007	964	1043
chr01	34810000	34820000	146201	146840	150520	984	994	1016
chr01	34820000	34830000	146365	147458	146103	986	999	988
chr01	34830000	34840000	145733	158440	144652	986	1072	988
chr01	34840000	34850000	146815	139396	145470	995	942	985
chr01	34850000	34860000	139619	154690	164422	944	1044	1115
chr01	34860000	34870000	142268	156031	139898	956	1053	953
chr01	34870000	34880000	147921	143353	154949	1000	973	1049
chr01	34880000	34890000	157655	143355	148975	1060	971	1009
chr01	34890000	34900000	160289	142002	149190	1082	959	1006
chr01	34900000	34910000	138944	139619	148375	940	945	1001
chr01	34910000	34920000	148898	160744	152557	1004	1085	1031
chr01	34920000	34930000	151758	150343	150196	1029	1013	1020
chr01	34930000	34940000	139680	155631	143557	948	1048	967
chr01	34940000	34950000	154116	151488	148196	1045	1021	1001
chr01	34950000	34960000	155108	150645	150737	1047	1019	1022
chr01	34960000	34970000	150457	144402	149671	1018	972	1019
chr01	34970000	34980000	160944	150050	137833	1092	1012	934
chr01	34980000	34990000	156707	153998	143742	1063	1043	973
chr01	34990000	35000000	148649	150364	155059	1005	1021	1049
chr01	35000000	35010000	157237	146862	146989	1059	995	995
chr01	35010000	35020000	152291	153627	152715	1031	1040	1039
chr01	35020000	35030000	158151	161435	152233	1068	1090	1029
chr01	35030000	35040000	154325	151204	146521	1048	1028	990
chr01	35040000	35050000	125026	158925	146411	851	1079	993
chr01	35050000	35060000	147865	141303	148647	1000	961	1009
chr01	35060000	35070000	144174	154573	164083	976	1046	1106
chr01	35070000	35080000	154079	154966	146877	1043	1052	989
chr01	35080000	35090000	157832	154484	153712	1066	1049	1043
chr01	35090000	35100000	146183	139704	145376	989	946	983
chr01	35100000	35110000	142092	139083	148960	962	945	1006
chr01	35110000	35120000	150458	148684	139336	1015	1007	942
chr01	35120000	35130000	144147	156680	155892	974	1056	1058
chr01	35130000	35140000	144069	156497	139340	969	1061	947
chr01	35140000	35150000	146765	164630	149238	991	1114	1007
chr01	35150000	35160000	148422	140516	144323	1005	954	975
chr01	35160000	35170000	146111	138342	146170	986	932	990
chr01	35170000	35180000	159453	163947	166324	1075	1106	1127
chr01	35180000	35190000	150291	147262	154795	1014	997	1045
chr01	35190000	35200000	153224	149275	146587	1035	1007	991
chr01	35200000	35210000	145664	164839	137933	986	1114	933
chr01	35210000	35220000	141520	149937	145825	957	1017	990
chr01	35220000	35230000	145428	157202	155570	991	1062	1058
chr01	35230000	35240000	149825	161850	148560	1016	1096	1004
chr01	35240000	35250000	154774	138000	143211	1048	931	962
chr01	35250000	35260000	147121	155871	142932	997	1054	962
